ENST00000450305	DDX11L1
ENST00000520220	LYN
ENST00000401385	AC018607.1
ENST00000435260	AC046176.1
ENST00000519807	RPS20
ENST00000618656	RPS20
ENST00000009589	RPS20
ENST00000524349	RPS20
ENST00000521262	RPS20
ENST00000520627	RPS20
ENST00000523936	RPS20
ENST00000519606	RPS20
ENST00000518875	RPS20
ENST00000513394	NPM1P21
ENST00000311923	MOS
ENST00000316981	PLAG1
ENST00000423799	PLAG1
ENST00000429357	PLAG1
ENST00000521831	CHCHD7
ENST00000355315	CHCHD7
ENST00000303759	CHCHD7
ENST00000517933	CHCHD7
ENST00000518801	CHCHD7
ENST00000523975	CHCHD7
ENST00000396723	CHCHD7
ENST00000523061	CHCHD7
ENST00000521524	CHCHD7
ENST00000519367	CHCHD7
ENST00000606048	AC107952.2
ENST00000524200	AC107952.1
ENST00000396721	SDR16C5
ENST00000303749	SDR16C5
ENST00000522671	SDR16C5
ENST00000524136	SDR16C6P
ENST00000314922	PENK
ENST00000451791	PENK
ENST00000523051	PENK
ENST00000518770	PENK
ENST00000517342	SEPT10P1
ENST00000499425	LINC00968
ENST00000523724	AC013644.1
ENST00000523166	AC013644.1
ENST00000460682	RPL37P6
ENST00000521215	AC009597.1
ENST00000604659	AC009597.2
ENST00000262644	IMPAD1
ENST00000519314	LINC01606
ENST00000521653	LINC01606
ENST00000520929	LINC01606
ENST00000519160	LINC01606
ENST00000408057	AC025674.1
ENST00000507074	AC025674.1
ENST00000522622	AC025674.2
ENST00000521663	LINC00588
ENST00000519714	AC068075.1
ENST00000488148	RPL30P10
ENST00000520370	AC090796.1
ENST00000520426	AC104051.1
ENST00000518934	AC104051.2
ENST00000522281	AC012103.1
ENST00000522992	LINC01602
ENST00000361488	FAM110B
ENST00000518750	AC104350.1
ENST00000518536	AC027698.1
ENST00000480251	RPL26P26
ENST00000399598	UBXN2B
ENST00000638450	UBXN2B
ENST00000510501	AC009927.1
ENST00000301645	CYP7A1
ENST00000520812	AC009927.2
ENST00000260130	SDCBP
ENST00000447182	SDCBP
ENST00000413219	SDCBP
ENST00000424270	SDCBP
ENST00000523483	SDCBP
ENST00000520168	SDCBP
ENST00000630925	SDCBP
ENST00000447267	SDCBP
ENST00000038176	NSMAF
ENST00000427130	NSMAF
ENST00000482895	AC068522.1
ENST00000361421	TOX
ENST00000524110	AC087664.3
ENST00000521456	AC087664.1
ENST00000522898	AC087664.2
ENST00000521274	AC087664.2
ENST00000522215	AC107934.1
ENST00000518653	AC107934.2
ENST00000615967	AC022709.1
ENST00000531077	AC021393.1
ENST00000531560	SLC2A13P1
ENST00000317995	CA8
ENST00000530725	LINC01301
ENST00000506428	LINC01301
ENST00000531654	LINC01301
ENST00000534575	PDCL3P1
ENST00000262646	RAB2A
ENST00000531289	RAB2A
ENST00000529579	RAB2A
ENST00000526470	AC068389.1
ENST00000529518	AC068389.2
ENST00000373384	AC068389.3
ENST00000423902	CHD7
ENST00000524602	CHD7
ENST00000525508	CHD7
ENST00000603849	AC113143.2
ENST00000529234	AC022182.1
ENST00000527672	AC022182.1
ENST00000529239	AC022182.3
ENST00000525556	AC022182.2
ENST00000519846	CLVS1
ENST00000518592	CLVS1
ENST00000325897	CLVS1
ENST00000521088	NPM1P6
ENST00000379454	ASPH
ENST00000541428	ASPH
ENST00000522919	ASPH
ENST00000356457	ASPH
ENST00000445642	ASPH
ENST00000519234	ASPH
ENST00000518068	ASPH
ENST00000517903	ASPH
ENST00000517847	ASPH
ENST00000522835	ASPH
ENST00000517856	ASPH
ENST00000389204	ASPH
ENST00000522603	ASPH
ENST00000379449	ASPH
ENST00000517661	ASPH
ENST00000519669	KRT8P3
ENST00000583453	MIR4470
ENST00000505627	AC091173.1
ENST00000520862	AC025524.2
ENST00000523042	AC025524.2
ENST00000517953	AC025524.2
ENST00000520097	AC025524.2
ENST00000519990	AC025524.2
ENST00000518489	AC025524.1
ENST00000519215	LINC02155
ENST00000522049	C1GALT1P3
ENST00000518524	NARSP2
ENST00000518921	AC104852.1
ENST00000523211	NKAIN3
ENST00000518404	AC018861.1
ENST00000518193	XRCC6P4
ENST00000523408	SRPK2P
ENST00000623646	UG0898H09
ENST00000260118	GGH
ENST00000260116	TTPA
ENST00000523386	AC011978.1
ENST00000603538	YTHDF3-AS1
ENST00000623280	YTHDF3
ENST00000617200	YTHDF3
ENST00000539294	YTHDF3
ENST00000621957	YTHDF3
ENST00000517371	YTHDF3
ENST00000621413	YTHDF3
ENST00000621890	YTHDF3
ENST00000621820	YTHDF3
ENST00000569835	AC011978.2
ENST00000521221	AC011124.1
ENST00000522265	AC011124.1
ENST00000522529	IFITM8P
ENST00000518739	AC011124.2
ENST00000523265	AC018953.1
ENST00000522857	AC069133.1
ENST00000519550	LINC01289
ENST00000522620	COX6CP8
ENST00000521441	MIR124-2HG
ENST00000385081	MIR124-2
ENST00000520009	AC090136.1
ENST00000517809	AC090136.2
ENST00000321870	BHLHE22
ENST00000310193	CYP7B1
ENST00000522106	AC104232.1
ENST00000520501	AC087808.1
ENST00000477967	RPL31P41
ENST00000627569	LINC00251
ENST00000518241	AC060775.1
ENST00000520902	LINC01299
ENST00000606963	AC100814.1
ENST00000276569	ARMC1
ENST00000458464	ARMC1
ENST00000262146	MTFR1
ENST00000458689	MTFR1
ENST00000401827	PDE7A
ENST00000379419	PDE7A
ENST00000396642	PDE7A
ENST00000607622	AC100812.1
ENST00000276570	DNAJC5B
ENST00000517961	AC084082.1
ENST00000353317	TRIM55
ENST00000315962	TRIM55
ENST00000276573	TRIM55
ENST00000350034	TRIM55
ENST00000276571	CRH
ENST00000518412	LINC00967
ENST00000518035	LINC00967
ENST00000517725	LINC00967
ENST00000517689	LINC00967
ENST00000499642	RRS1-AS1
ENST00000320270	RRS1
ENST00000396623	ADHFE1
ENST00000415254	ADHFE1
ENST00000305454	C8orf46
ENST00000521495	C8orf46
ENST00000522977	C8orf46
ENST00000480005	C8orf46
ENST00000520029	AC009879.1
ENST00000522677	MYBL1
ENST00000517885	MYBL1
ENST00000524176	MYBL1
ENST00000310421	VCPIP1
ENST00000519289	C8orf44-SGK3
ENST00000519561	C8orf44
ENST00000521889	C8orf44
ENST00000390159	C8orf44
ENST00000521198	SGK3
ENST00000396596	SGK3
ENST00000522398	SGK3
ENST00000520976	SGK3
ENST00000345714	SGK3
ENST00000521862	PTTG3P
ENST00000396592	MCMDC2
ENST00000422365	MCMDC2
ENST00000492775	MCMDC2
ENST00000313616	MCMDC2
ENST00000563496	TCF24
ENST00000522909	PPP1R42
ENST00000324682	PPP1R42
ENST00000519029	AC110998.1
ENST00000357849	COPS5
ENST00000517736	COPS5
ENST00000578628	AC109335.1
ENST00000262210	CSPP1
ENST00000519668	CSPP1
ENST00000508335	AC087359.1
ENST00000262215	ARFGEF1
ENST00000607397	AC021321.1
ENST00000483964	AC011037.1
ENST00000297770	CPA6
ENST00000522981	AC022861.1
ENST00000408733	AC022861.1
ENST00000529136	NDUFS5P6
ENST00000288368	PREX2
ENST00000518911	AC011853.1
ENST00000520506	AC103783.1
ENST00000518698	C8orf34
ENST00000523686	C8orf34
ENST00000348340	C8orf34
ENST00000337103	C8orf34
ENST00000325233	C8orf34
ENST00000489168	AC090096.1
ENST00000522354	AC083967.1
ENST00000518540	LINC01592
ENST00000520239	AF201337.1
ENST00000520780	AC021785.1
ENST00000517343	LINC01603
ENST00000519557	LINC01603
ENST00000522872	AC022790.1
ENST00000260128	SULF1
ENST00000458141	SULF1
ENST00000402687	SULF1
ENST00000616868	SULF1
ENST00000419716	SULF1
ENST00000260126	SLCO5A1
ENST00000524945	SLCO5A1
ENST00000530307	SLCO5A1
ENST00000603094	AC079089.3
ENST00000531211	AC079089.2
ENST00000602248	AC090574.1
ENST00000424643	SDCBPP2
ENST00000520803	SUMO2P20
ENST00000276594	PRDM14
ENST00000521867	AC084251.1
ENST00000452400	NCOA2
ENST00000519620	BTF3P12
ENST00000465359	AC022730.2
ENST00000521051	AC022730.3
ENST00000520259	AC022730.4
ENST00000473114	AC022730.1
ENST00000521425	TRAM1
ENST00000262213	TRAM1
ENST00000391684	AC120194.1
ENST00000522447	LACTB2
ENST00000276590	LACTB2
ENST00000408926	XKR9
ENST00000520030	XKR9
ENST00000388742	EYA1
ENST00000340726	EYA1
ENST00000388740	EYA1
ENST00000303824	EYA1
ENST00000388741	EYA1
ENST00000388743	EYA1
ENST00000419131	EYA1
ENST00000523987	AC099805.1
ENST00000519927	AC099805.1
ENST00000518177	AC099805.1
ENST00000521794	AC099805.1
ENST00000517589	TRAPPC2P2
ENST00000408519	AC099805.1
ENST00000519840	AC009446.1
ENST00000521131	AC009446.1
ENST00000517848	AC104012.1
ENST00000390739	AC104012.1
ENST00000325509	MSC
ENST00000460498	RPS20P20
ENST00000262209	TRPA1
ENST00000523602	AC078906.1
ENST00000503430	AC022905.1
ENST00000530034	AC124293.1
ENST00000521224	AC011131.1
ENST00000523207	KCNB2
ENST00000523909	HAUS1P3
ENST00000611632	AC013562.2
ENST00000523881	AC090735.1
ENST00000564832	AC022893.2
ENST00000276603	TERF1
ENST00000276602	TERF1
ENST00000297354	SBSPON
ENST00000518337	AC100823.2
ENST00000624510	C8orf89
ENST00000613105	C8orf89
ENST00000625134	C8orf89
ENST00000521579	FAM213AP2
ENST00000396467	RPL7
ENST00000352983	RPL7
ENST00000396466	RPL7
ENST00000396465	RPL7
ENST00000240285	RDH10
ENST00000519380	RDH10
ENST00000518355	AC111149.2
ENST00000522560	AC111149.1
ENST00000522695	STAU2
ENST00000524300	STAU2
ENST00000523558	STAU2
ENST00000521210	STAU2
ENST00000355780	STAU2
ENST00000519961	STAU2
ENST00000521727	STAU2
ENST00000521451	STAU2
ENST00000522509	STAU2
ENST00000517542	STAU2
ENST00000524104	STAU2
ENST00000521419	STAU2
ENST00000523233	AC018620.1
ENST00000522790	AC100784.1
ENST00000521543	VENTXP6
ENST00000533978	AC027018.1
ENST00000534723	AC027018.1
ENST00000358757	AC022826.2
ENST00000517608	UBE2W
ENST00000602593	UBE2W
ENST00000419880	UBE2W
ENST00000519383	AC022826.1
ENST00000460864	GYG1P1
ENST00000602840	ELOC
ENST00000518127	ELOC
ENST00000622804	ELOC
ENST00000520210	ELOC
ENST00000520242	ELOC
ENST00000519487	ELOC
ENST00000284811	ELOC
ENST00000522337	ELOC
ENST00000523815	ELOC
ENST00000517439	TMEM70
ENST00000312184	TMEM70
ENST00000466859	RPS20P21
ENST00000517767	AC022868.1
ENST00000284818	LY96
ENST00000518893	LY96
ENST00000519323	AC087672.3
ENST00000479876	AC087672.1
ENST00000522498	AC087672.2
ENST00000342232	JPH1
ENST00000220822	GDAP1
ENST00000434412	GDAP1
ENST00000581129	MIR5681A
ENST00000523442	MIR2052HG
ENST00000523118	MIR2052HG
ENST00000517662	AC115837.1
ENST00000523157	AC026616.1
ENST00000260113	PI15
ENST00000523773	PI15
ENST00000520696	AC011632.2
ENST00000262207	CRISPLD1
ENST00000523524	CRISPLD1
ENST00000517786	CRISPLD1
ENST00000467082	AC022274.1
ENST00000504531	CASC9
ENST00000521833	HIGD1AP6
ENST00000523134	PKMP4
ENST00000354370	HNF4G
ENST00000396423	HNF4G
ENST00000408102	AC016194.1
ENST00000603284	AC067773.1
ENST00000603837	LINC01109
ENST00000518732	LINC01111
ENST00000520744	AC011716.1
ENST00000521891	ZFHX4
ENST00000518282	ZFHX4
ENST00000519660	AC023200.1
ENST00000584629	hsa-mir-3149
ENST00000357039	PEX2
ENST00000520103	PEX2
ENST00000522527	PEX2
ENST00000520730	HIGD1AP18
ENST00000410402	AC105242.1
ENST00000518706	AC062004.1
ENST00000524014	AC062004.1
ENST00000521879	AC084706.1
ENST00000522807	PKIA-AS1
ENST00000522302	PKIA-AS1
ENST00000519242	PKIA-AS1
ENST00000396418	PKIA
ENST00000352966	PKIA
ENST00000518467	PKIA
ENST00000263849	ZC2HC1A
ENST00000263851	IL7
ENST00000379113	IL7
ENST00000541183	IL7
ENST00000520269	IL7
ENST00000639719	IL7
ENST00000520351	AC100854.1
ENST00000520248	THAP12P7
ENST00000565297	AC083837.1
ENST00000577494	AC009941.1
ENST00000519983	AC138646.1
ENST00000522035	AC100870.1
ENST00000463217	RPL3P9
ENST00000220876	STMN2
ENST00000518111	STMN2
ENST00000518491	STMN2
ENST00000354724	HEY1
ENST00000337919	HEY1
ENST00000523976	HEY1
ENST00000607172	LINC01607
ENST00000502766	AC036214.1
ENST00000276585	MRPS28
ENST00000521434	MRPS28
ENST00000521605	MRPS28
ENST00000522938	AC036214.3
ENST00000607017	AC009686.2
ENST00000379096	TPD52
ENST00000448733	TPD52
ENST00000518937	TPD52
ENST00000520527	TPD52
ENST00000517427	TPD52
ENST00000379097	TPD52
ENST00000519303	TPD52
ENST00000579723	MIR5708
ENST00000478813	AC104212.2
ENST00000522044	AC104212.3
ENST00000472088	AC104212.1
ENST00000520293	AC034114.1
ENST00000379091	ZBTB10
ENST00000430430	ZBTB10
ENST00000455036	ZBTB10
ENST00000426744	ZBTB10
ENST00000610895	ZBTB10
ENST00000523871	AC009812.3
ENST00000569134	AC009812.4
ENST00000479228	RPSAP47
ENST00000517657	AC009812.2
ENST00000521814	SLC25A51P3
ENST00000327835	ZNF704
ENST00000522230	CKS1BP7
ENST00000520234	HMGB1P41
ENST00000220597	PAG1
ENST00000518302	AC022778.1
ENST00000519107	AC079209.2
ENST00000519412	AC079209.1
ENST00000521953	AC079209.1
ENST00000519351	AC009902.1
ENST00000517466	UBE2HP1
ENST00000606235	AC009902.3
ENST00000297258	FABP5
ENST00000396359	FABP5
ENST00000256103	PMP2
ENST00000519260	PMP2
ENST00000379071	FABP9
ENST00000256104	FABP4
ENST00000517577	FTH1P11
ENST00000360464	FABP12
ENST00000510718	IMPA1P1
ENST00000523928	NIPA2P4
ENST00000495779	AC090255.1
ENST00000379063	SLC10A5P1
ENST00000256108	IMPA1
ENST00000311489	IMPA1
ENST00000449740	IMPA1
ENST00000518568	SLC10A5
ENST00000523096	ZFAND1
ENST00000220669	ZFAND1
ENST00000522520	ZFAND1
ENST00000521895	ZFAND1
ENST00000521287	ZFAND1
ENST00000517588	ZFAND1
ENST00000519523	ZFAND1
ENST00000297265	CHMP4C
ENST00000353788	SNX16
ENST00000396330	SNX16
ENST00000615066	SNX16
ENST00000345957	SNX16
ENST00000521313	HNRNPA1P36
ENST00000534675	LINC02235
ENST00000520155	AC027701.1
ENST00000520988	AC027701.1
ENST00000509706	HNRNPA1P4
ENST00000522776	AC060765.1
ENST00000518367	AC060765.1
ENST00000522123	AC105031.2
ENST00000524359	AC105031.3
ENST00000518550	AC105031.1
ENST00000519275	AC090095.1
ENST00000524071	AC090132.1
ENST00000615881	AC090132.2
ENST00000522365	LINC01419
ENST00000523678	AC015522.1
ENST00000521343	TPM3P3
ENST00000518452	AC012400.1
ENST00000522455	RALYL
ENST00000521695	RALYL
ENST00000521268	RALYL
ENST00000518566	RALYL
ENST00000517638	RALYL
ENST00000523850	RALYL
ENST00000521376	RALYL
ENST00000408258	AC103816.1
ENST00000521355	AC092709.1
ENST00000506703	AC009901.1
ENST00000521595	AC009901.2
ENST00000520036	ACTBP6
ENST00000522682	IGJP1
ENST00000522168	AC091175.1
ENST00000360375	LRRCC1
ENST00000414626	LRRCC1
ENST00000418930	E2F5
ENST00000416274	E2F5
ENST00000517476	E2F5
ENST00000521429	E2F5
ENST00000619594	C8orf59
ENST00000614462	C8orf59
ENST00000612977	C8orf59
ENST00000612809	C8orf59
ENST00000545322	C8orf59
ENST00000611854	C8orf59
ENST00000615697	C8orf59
ENST00000321777	C8orf59
ENST00000321764	CA13
ENST00000523953	CA1
ENST00000626824	CA1
ENST00000542576	CA1
ENST00000431316	CA1
ENST00000523022	CA1
ENST00000522389	CA1
ENST00000285381	CA3
ENST00000285379	CA2
ENST00000520459	AC093331.2
ENST00000521474	AC093331.1
ENST00000604378	REXO1L8P
ENST00000622202	REXO1L3P
ENST00000379010	REXO1L1
ENST00000622156	REXO1L12P
ENST00000620964	REXO1L11P
ENST00000604264	REXO1L9P
ENST00000622260	REXO1L5P
ENST00000517368	AC100801.1
ENST00000518266	AC100801.1
ENST00000285393	ATP6V0D2
ENST00000493084	AC023194.1
ENST00000465398	AC023194.2
ENST00000276616	PSKH2
ENST00000297524	SLC7A13
ENST00000419776	SLC7A13
ENST00000517970	WWP1
ENST00000265428	WWP1
ENST00000406452	RMDN1
ENST00000523911	RMDN1
ENST00000519966	RMDN1
ENST00000430676	RMDN1
ENST00000515730	NTAN1P2
ENST00000521259	SLC2A3P4
ENST00000517490	CPNE3
ENST00000320005	CNGB3
ENST00000521205	MIOXP1
ENST00000512938	GOLGA2P1
ENST00000408210	AC013751.1
ENST00000514854	UBE2Q2P10
ENST00000520649	AC090572.2
ENST00000519251	AC090572.1
ENST00000518476	CNBD1
ENST00000620844	CNBD1
ENST00000520205	VTA1P2
ENST00000508226	IARS2P1
ENST00000524155	SOX5P1
ENST00000613582	AC005066.1
ENST00000319675	DCAF4L2
ENST00000286614	MMP16
ENST00000509499	AC090568.1
ENST00000604955	AC090578.1
ENST00000522047	RPSAP74
ENST00000509735	KRT8P4
ENST00000519655	AF117829.1
ENST00000524166	AF117829.1
ENST00000520306	AF117829.1
ENST00000519854	AF117829.1
ENST00000524190	AF117829.1
ENST00000621883	AF117829.1
ENST00000504145	AF117829.1
ENST00000521996	AF117829.1
ENST00000523995	AF117829.1
ENST00000523859	AF117829.1
ENST00000220751	RIPK2
ENST00000522347	COX6B1P6
ENST00000619538	AF117829.2
ENST00000297438	OSGIN2
ENST00000451899	OSGIN2
ENST00000520659	OSGIN2
ENST00000265433	NBN
ENST00000409330	NBN
ENST00000220764	DECR1
ENST00000522161	DECR1
ENST00000265431	CALB1
ENST00000518457	CALB1
ENST00000517400	LINC00534
ENST00000523406	LINC00534
ENST00000579342	AF070718.1
ENST00000521975	AB015752.1
ENST00000517505	LINC01030
ENST00000418210	TMEM64
ENST00000458549	TMEM64
ENST00000519519	TMEM64
ENST00000520706	AC106038.2
ENST00000417640	NECAB1
ENST00000522820	NECAB1
ENST00000521366	NECAB1
ENST00000517562	C8orf88
ENST00000285419	TMEM55A
ENST00000630164	TMEM55A
ENST00000617869	OTUD6B
ENST00000615618	OTUD6B
ENST00000285420	OTUD6B
ENST00000404789	OTUD6B
ENST00000343709	LRRC69
ENST00000448384	LRRC69
ENST00000467010	AC104966.1
ENST00000582720	MIR4661
ENST00000523719	SLC26A7
ENST00000617078	SLC26A7
ENST00000617233	SLC26A7
ENST00000276609	SLC26A7
ENST00000309536	SLC26A7
ENST00000521199	AC103409.1
ENST00000518416	AC103409.1
ENST00000605538	PRR13P7
ENST00000523462	MRPS16P1
ENST00000613886	RUNX1T1
ENST00000617740	RUNX1T1
ENST00000613302	RUNX1T1
ENST00000436581	RUNX1T1
ENST00000614812	RUNX1T1
ENST00000265814	RUNX1T1
ENST00000615601	RUNX1T1
ENST00000523629	RUNX1T1
ENST00000396218	RUNX1T1
ENST00000360348	RUNX1T1
ENST00000422361	RUNX1T1
ENST00000520724	RUNX1T1
ENST00000518844	RUNX1T1
ENST00000521553	RUNX1T1
ENST00000465478	AC104339.1
ENST00000522089	AC022695.1
ENST00000518042	AC022695.2
ENST00000523385	AC022695.3
ENST00000521955	AC091096.1
ENST00000523284	AC091096.2
ENST00000408245	AC091096.1
ENST00000521307	AC104211.1
ENST00000518861	AC104211.3
ENST00000521317	AC104211.2
ENST00000521988	TRIQK
ENST00000537541	TRIQK
ENST00000518748	TRIQK
ENST00000523580	TRIQK
ENST00000520686	TRIQK
ENST00000520430	TRIQK
ENST00000517858	TRIQK
ENST00000378861	TRIQK
ENST00000524037	TRIQK
ENST00000521617	TRIQK
ENST00000519069	TRIQK
ENST00000524107	TRIQK
ENST00000519969	TRIQK
ENST00000391681	AC117834.1
ENST00000504852	IRF5P1
ENST00000521906	C8orf87
ENST00000517796	AC016885.1
ENST00000598428	AC016885.3
ENST00000522598	AC016885.2
ENST00000521453	ZNF317P1
ENST00000518322	FAM92A
ENST00000522324	FAM92A
ENST00000423990	FAM92A
ENST00000620645	FAM92A
ENST00000517718	FAM92A
ENST00000519679	FAM92A
ENST00000399300	RBM12B
ENST00000517700	RBM12B
ENST00000627241	RBM12B
ENST00000453321	TMEM67
ENST00000409623	TMEM67
ENST00000520962	AC084346.1
ENST00000518490	MYL12AP1
ENST00000297598	PDP1
ENST00000520728	PDP1
ENST00000396200	PDP1
ENST00000517764	PDP1
ENST00000607097	AC084346.2
ENST00000504319	PSMA2P2
ENST00000466433	RPL34P18
ENST00000577739	AC105081.1
ENST00000617727	AC105081.1
ENST00000522743	AP003351.1
ENST00000027335	CDH17
ENST00000441892	CDH17
ENST00000450165	CDH17
ENST00000504616	AP003478.1
ENST00000396194	GEM
ENST00000297596	GEM
ENST00000465034	RPS4XP10
ENST00000336148	RAD54B
ENST00000297592	RAD54B
ENST00000611249	FSBP
ENST00000481490	FSBP
ENST00000297591	VIRMA
ENST00000421249	VIRMA
ENST00000391679	AC023632.1
ENST00000523011	AC023632.2
ENST00000518463	AC023632.1
ENST00000521633	AC023632.3
ENST00000517783	AC023632.4
ENST00000423620	ESRP1
ENST00000433389	ESRP1
ENST00000358397	ESRP1
ENST00000454170	ESRP1
ENST00000484521	AC108860.1
ENST00000522972	AP005660.1
ENST00000414645	DPY19L4
ENST00000523731	INTS8
ENST00000520509	CCNE2
ENST00000308108	CCNE2
ENST00000396133	CCNE2
ENST00000391360	AC087752.1
ENST00000396113	NDUFAF6
ENST00000396111	NDUFAF6
ENST00000396124	NDUFAF6
ENST00000448464	TP53INP1
ENST00000342697	TP53INP1
ENST00000521219	AC087752.2
ENST00000315367	PLEKHF2
ENST00000519516	PLEKHF2
ENST00000517655	C8orf37-AS1
ENST00000521905	C8orf37-AS1
ENST00000517437	C8orf37-AS1
ENST00000523171	LINC01298
ENST00000286688	C8orf37
ENST00000523014	AC024995.1
ENST00000519366	AC083836.1
ENST00000411365	AC116154.1
ENST00000523996	AC012339.2
ENST00000505564	AC012339.1
ENST00000513953	AC007992.1
ENST00000604771	AC007992.2
ENST00000602571	AP003465.2
ENST00000287020	GDF6
ENST00000621429	GDF6
ENST00000620978	GDF6
ENST00000287022	UQCRB
ENST00000517523	UQCRB
ENST00000518406	UQCRB
ENST00000523920	UQCRB
ENST00000523821	MTERF3
ENST00000522822	MTERF3
ENST00000524341	MTERF3
ENST00000287025	MTERF3
ENST00000517309	PTDSS1
ENST00000522072	PTDSS1
ENST00000523862	AP003548.1
ENST00000522767	AP003548.1
ENST00000302190	SDC2
ENST00000518385	SDC2
ENST00000522911	SDC2
ENST00000519914	SDC2
ENST00000220763	CPQ
ENST00000569849	AP003115.1
ENST00000322128	TSPYL5
ENST00000492365	AP002982.1
ENST00000336273	MTDH
ENST00000519934	MTDH
ENST00000619747	LAPTM4B
ENST00000445593	LAPTM4B
ENST00000521545	LAPTM4B
ENST00000604497	AP003357.1
ENST00000603405	AP002906.1
ENST00000518873	SUMO2P18
ENST00000491662	RPS23P1
ENST00000521689	MATN2
ENST00000254898	MATN2
ENST00000524308	MATN2
ENST00000522025	MATN2
ENST00000520016	MATN2
ENST00000521291	RPL30
ENST00000396070	RPL30
ENST00000287038	RPL30
ENST00000523172	RPL30
ENST00000318528	ERICH5
ENST00000545282	ERICH5
ENST00000254878	RIDA
ENST00000401707	POP1
ENST00000349693	POP1
ENST00000430223	NIPAL2
ENST00000341166	NIPAL2
ENST00000518704	AP003438.1
ENST00000617590	STK3
ENST00000419617	STK3
ENST00000523601	STK3
ENST00000518956	AP003355.1
ENST00000287042	KCNS2
ENST00000521839	KCNS2
ENST00000520175	AP003467.2
ENST00000495884	AP003551.1
ENST00000522128	AC016877.2
ENST00000518583	MRPL57P7
ENST00000606778	AC016877.3
ENST00000457907	OSR2
ENST00000523368	OSR2
ENST00000297565	OSR2
ENST00000435298	OSR2
ENST00000522510	OSR2
ENST00000420417	AC016877.1
ENST00000521696	AC104986.2
ENST00000581071	AC104986.1
ENST00000517978	AC104986.1
ENST00000355155	VPS13B
ENST00000357162	VPS13B
ENST00000358544	VPS13B
ENST00000441350	VPS13B
ENST00000440915	AP004290.1
ENST00000444413	AP004289.2
ENST00000436307	AP004289.1
ENST00000385069	MIR599
ENST00000401250	MIR875
ENST00000421439	AC018442.1
ENST00000523025	AC018442.3
ENST00000520468	COX6C
ENST00000297564	COX6C
ENST00000520271	COX6C
ENST00000517682	COX6C
ENST00000524245	COX6C
ENST00000522940	COX6C
ENST00000518171	COX6C
ENST00000523016	COX6C
ENST00000360863	RGS22
ENST00000617334	RGS22
ENST00000523287	RGS22
ENST00000523437	RGS22
ENST00000408826	MIR1273A
ENST00000428847	FBXO43
ENST00000353107	POLR2K
ENST00000522439	POLR2K
ENST00000520643	SPAG1
ENST00000251809	SPAG1
ENST00000520508	SPAG1
ENST00000388798	SPAG1
ENST00000517879	AC025647.1
ENST00000519449	RNF19A
ENST00000341084	RNF19A
ENST00000519566	AP001574.1
ENST00000519844	AP003472.1
ENST00000584480	MIR4471
ENST00000523554	AP003472.2
ENST00000520552	ANKRD46
ENST00000335659	ANKRD46
ENST00000519597	ANKRD46
ENST00000520311	ANKRD46
ENST00000519316	ANKRD46
ENST00000515313	GAPDHP62
ENST00000311812	SNX31
ENST00000428383	SNX31
ENST00000318607	PABPC1
ENST00000519004	PABPC1
ENST00000522387	PABPC1
ENST00000610907	PABPC1
ENST00000579868	AP001205.1
ENST00000461683	RPS20P23
ENST00000475156	RPS26P6
ENST00000395957	YWHAZ
ENST00000395958	YWHAZ
ENST00000457309	YWHAZ
ENST00000395956	YWHAZ
ENST00000353245	YWHAZ
ENST00000522542	YWHAZ
ENST00000521309	YWHAZ
ENST00000522819	YWHAZ
ENST00000395953	YWHAZ
ENST00000395948	YWHAZ
ENST00000395951	YWHAZ
ENST00000419477	YWHAZ
ENST00000514926	FLJ42969
ENST00000524369	AP003469.2
ENST00000518090	AP003469.3
ENST00000565617	AP003469.4
ENST00000520984	ZNF706
ENST00000311212	ZNF706
