tadIndex	chromosomeIndex	startPos	endPos	cytobandIndices	geneIndices
2571	14	70160000	70500000	629;630	100647;100650;100652;198732;242071
2572	14	70460000	71490000	630	6432;100678;100731;133983;133985;133997;134007;139985;198732;213463;235812;245466;257759;258431;258644;258689;258951;259033;259115;259153;259158;270610;274330;274397;274818;275630
2573	14	71410000	72400000	630	100731;182732;197555;258517;258571;258930;258966;259079;259907;266869;267901;269927;269945
2574	14	72320000	73000000	630	182732;257040;266869
2575	14	72935000	73515000	630	119599;165861;176043;182732;205683;239544;258871;259015
2576	14	73440000	74560000	630;631	80815;100767;119636;119661;119673;119707;119711;119723;119725;133961;140043;156030;156050;165861;170468;176903;177465;184227;187097;187105;205659;205669;258408;258448;258524;258586;258653;258972;259109;264741;270576;279461
2577	14	74485000	75320000	631	119596;119608;119614;119616;119636;119655;119681;119682;119688;119711;133980;165898;177776;183379;187097;205659;214670;258425;258439;258513;258737;258769;258976;259005;265649;270000
2578	14	75260000	75575000	631	119596;119608;119630;119638;119640;119684;119689;119703;119718;198208;258587
2579	14	75535000	75775000	631	119638;119640;119660;119703;170345;170348;258740;258978;259687;273565
2580	14	75735000	76160000	631	119660;119685;119686;133935;140044;156127;170345;242951;258740;259687
2581	14	76110000	76520000	631	119650;119685;119686;119699;133935;242488;258578;258876
2582	14	76460000	76840000	631	89916;119650;119715;212061;258402;258578
2583	14	76800000	77320000	631	13523;71246;100565;119715;212061;242952;258301;258566;258569;258610;259124;271423
2584	14	77275000	77640000	631	13523;100565;119669;165548;177108;198894;241081;243225;246548;258473;258552;258602;258819;259058;259164
2585	14	77560000	78320000	631	9830;63761;100577;100580;100583;100591;100593;100596;100601;100603;119705;151445;165548;165553;165555;177108;197734;198894;221754;239272;258510;258552;258668;258917;259164;268156;268208
2586	14	78240000	79320000	631;632	21645;63761;221178;239163;239438;258421
2587	14	79240000	80520000	631;632	21645;258416
2588	14	80440000	81700000	632	100629;165409;165417;211448;258416;258452;258915;259167;271656;271705
2589	14	81610000	82040000	632	71537;140022;165409;165417;205579;242163;258605;258675;270343
2590	14	82000000	82375000	632	71537;241891;258718;258841;258977;259035
2591	14	82280000	83200000	632	258501;258743;259032;259035
2592	14	83040000	83765000	632;633	258426;258600;258683;258743;259032
2593	14	83680000	84480000	633	258532;258549
2594	14	84400000	84960000	633;634	258762;258923;259012
2595	14	84800000	86560000	633;634	185070;205562;258506;258733;258814;258902;258912;258945;259044;259107;271712
2596	14	86480000	87200000	634	258733;258912;258994
2597	14	87120000	88400000	634	54983;258496;258770;258804;258807;258859;258958;259028;259061;259077
2598	14	88360000	89080000	634	42317;54983;70778;100433;100722;140030;165521;258538;258826;258867;258975;259096;259998
2599	14	88960000	90725000	634;635	42088;53254;70778;100722;100764;140025;152315;165521;165533;230997;258544;258792;258990;259050;259151;274492;277801;283627
2600	14	90680000	91320000	635	100764;100784;119720;165914;198668;213315;233208;238758;242571;252748;258678;258884;258935;259789;275198
2601	14	91240000	91920000	635;636	15133;100784;119714;133943;165914;258446;258798;258884;260810;265856
2602	14	91800000	92600000	635;636	15133;66427;100796;100815;133962;140092;165929;165934;183648;258446;258774;258798;258962;259020;265856;268295;268657
2603	14	92520000	93320000	636	66427;66455;100599;100600;140090;165934;183648;258481
2604	14	93275000	93675000	636	12963;66455;100604;100605;153485;165943;170270;258499;258595;258742;259066
2605	14	93600000	94140000	636	11114;12963;133958;153485;165943;170270;187581;240096;241499;258595;259066
2606	14	94060000	94515000	636	89723;89737;100628;133958;140067;175699;175785;265768
2607	14	94400000	96040000	636;637	89723;89737;100628;100665;100697;119632;119698;133937;140093;165948;165949;165953;165959;170054;170099;175699;176438;182512;186910;187483;188488;196136;197249;239269;240914;258390;258572;258597;258615;258630;258805;258866;258933;259140;264607;265768;273259;274379
2608	14	95985000	96480000	637;638	100721;182512;187621;213231;250366;258390;258516;258927;263357;270038
2609	14	96410000	97015000	638	66739;90060;100739;100744;140057;168398;221236;227051;240051;258691;258729;258788;259059;271358
2610	14	96960000	98560000	638	90060;100749;197176;246084;246223;258379;258393;258702;258869;258979;259026;259097;259110
2611	14	98400000	99940000	638	127152;176605;183576;216173;222066;232573;234648;237342;246223;258383;258511;258795;259097;259119
2612	14	99880000	100720000	638	36530;66629;90061;100811;168350;182218;183576;196405;199082;205476;242888;247970;258672;258693;265154;271198
2613	14	100640000	101160000	638	100811;140105;140107;176473;183092;196273;197119;198984;258500;258504;258581;258717;259031;263519
2614	14	101085000	102175000	638;639	185559;194717;196273;197406;198982;199005;199012;199015;199020;199025;199069;199088;199092;199107;199109;199151;202560;207558;207569;207587;207608;207646;207742;207743;207749;207754;207761;207762;207934;207942;207959;207961;207978;207989;207993;208001;208004;208027;211574;211582;212040;214548;215957;216099;216179;221036;221077;221525;221614;221745;223403;225746;230805;241494;254656;258399;258404;258460;258497;258498;258681;258717;258861;258919;259004;259023;259082;259166;264882;265032;265250;266461;267918;269375;271946;272291;272458
2615	14	102120000	102800000	639	22976;78304;80823;80824;140153;197102;241494;258404;258512;259013;259161;271780;272444
2616	14	102760000	103540000	639;640	22976;80823;89902;100865;131323;156381;166126;196663;198752;211990;213176;230988;259230;259508;265677;266015
2617	14	103480000	104040000	640;641	75413;100664;126214;166165;166166;166170;185215;198752;205436;213176;239117;240624;242837;243904;244691;251533;256053;256500;259374;259428;259525;259535;259717;270705;270938;278071;283071
2618	14	103985000	104560000	640;641	88808;100711;126214;126215;156411;156414;166165;166166;166170;166183;224997;227729;256053;256500;258534;258735;258914;264439;264904;270591
2619	14	104500000	105215000	641	66735;156414;166183;184601;185100;203485;207568;213159;256050;258598;258736;258913;258986;260792;265291
2620	14	105160000	105565000	641	99814;140104;142208;166428;170779;179627;183484;184990;185100;185567;196183;203485;239365;257556;258593;258701;258811;259067
2621	14	105510000	106025000	641	179364;182809;182979;183484;183828;184887;184916;184986;185024;185347;213145;226174;230157;234402;242085;257341;257556;258154
2622	14	105960000	107349540	641	184986;185347;211890;211891;211892;211893;211895;211896;211897;211898;211899;211900;211904;211905;211907;211909;211911;211912;211914;211915;211917;211918;211920;211921;211923;211924;211925;211928;211930;211931;211933;211934;211935;211936;211937;211938;211939;211940;211941;211942;211943;211944;211945;211946;211947;211949;211950;211951;211952;211955;211956;211957;211958;211959;211961;211962;211964;211965;211966;211967;211968;211970;211972;211973;211974;211976;211978;211979;213140;221180;223506;223648;224373;224650;225200;225698;225825;226777;227108;227196;227335;227468;227800;228131;228757;228966;229092;230157;231475;232216;232543;233655;234402;236170;236597;237020;237111;237197;237547;238275;240041;242472;242887;244620;253131;253132;253149;253169;253209;253240;253241;253247;253274;253294;253303;253310;253325;253345;253359;253364;253367;253386;253387;253412;253440;253441;253458;253462;253464;253465;253467;253482;253491;253545;253587;253635;253674;253692;253701;253703;253709;253714;253742;253747;253755;253759;253763;253780;253808;253820;253862;253883;253895;253936;253941;253957;253989;253996;254036;254045;254046;254052;254053;254056;254117;254134;254140;254167;254174;254176;254203;254214;254215;254228;254279;254289;254326;254329;254395;263413;263751;264024;264473;264781;265517;265612;265714;265929;266408;266597;266706;270371;270550;270816;271201;271968;273894;274576;275475;275747;276210;278473;280411;282600;283195;283464;283562;283571;283607;283906;283948;99999999999
2623	14	107309540	107349540	641	-1
2624	15	1	19000000	642;643;644;645	-1
2625	15	19000000	20000000	646	-1
2626	15	19960000	20400000	646	188403;215567;258397;258410;258463;258706;258780;259337;259490;259769;270961;271317;271336;274347;277988;282520;282599
2627	15	20335000	22080000	646;647	180229;181984;221354;230031;233917;237161;247765;258410;258415;258420;258488;258494;258590;258628;258654;258684;258707;258710;258712;258767;258771;258780;258797;258799;258848;258855;258883;258916;259025;259089;259156;259214;259383;259443;259698;260409;260986;261048;261554;265002;265322;265793;266545;268343;268531;270185;270451;270685;270824;270831;274499;277322;278522;278626;280703;280881;282089;282268
2628	15	21960000	22360000	647	233917;247765;258415;258585;258652;258712;258721;258767;258848;258997;259324;261277;261841;264902;265793;268531;278522;279639;280703;280709;280724;280881;281347;283137;283336;283401;283524;283680
2629	15	22240000	22640000	647	182974;183706;221641;223877;258652;258721;258732;259098;259261;259324;259435;260739;261277;269182;270356;270505;271288;271507;274102;278263;279408;279445;279639;280655;280709;281087;281113;281179;281550;283336;283401;283680
2630	15	22600000	23640000	647	140157;153666;170113;185182;197414;221000;238347;238737;239124;259425;259455;260399;261739;263930;273679;273749;273756;274099;274279;274835;275325;275363;275835;276141;276172;276550;277435;277505;277755;277865;277867;278541;278552;281909;283273
2631	15	23560000	25320000	647	128739;174450;179455;182636;185823;214265;238737;241061;242088;254585;257151;257647;259905;260232;260399;260551;260760;260780;260959;261418;261598;261621;261622;261739;265673;273173;273756
2632	15	25000000	26360000	647;648	114062;128739;206187;206190;214265;223628;235731;241061;242088;257151;257647;258931;258965;259011;261069;266517;270814;273173
2633	15	25960000	27165000	648	166206;186297;206187;206190;235160;235518;242793;258931;258965;259011;259150;266517
2634	15	27080000	28600000	648;649	104044;128731;166206;182256;186297;214254;228992;237850;242793;256338;258594;258624;258853;259122;261401;261561;274471
2635	15	28480000	29040000	649	128731;153684;183629;188626;206149;221050;227717;232431;237850;238340;238607;248334;254398;256338;256951;260053;260159;260444;260844;261041;261365;261377;261401;261480;261497;261524;261561;261581;263964;266039;274471;274532;274814;276928;284628
2636	15	28920000	29960000	649	34053;104059;185115;188626;206149;232431;238340;248334;254398;256951;259299;259300;259814;260844;261377;261480;261649;270301;271616
2637	15	29880000	30480000	649;650	104067;178081;179938;221250;221785;229389;234664;259300;259647;259749;259814;259906;260174;260897;261247;261747;261792
2638	15	30400000	31475000	650;651	103832;134160;166664;166912;178081;178115;186399;187951;198690;207702;215302;221358;221379;221593;221723;221785;225930;259845;259890;259906;259993;260128;260382;260693;260784;260897;261247;261628;261747;261794;263070;269930;269974;270173;270955;271333;274966;283345
2639	15	31435000	31920000	651	134160;169918;169926;259179;259448;259696;259772
2640	15	31800000	32920000	651	169918;175344;198826;206127;221318;221405;221444;223509;232653;244952;249931;254912;259358;260211;260642;261064;261279;261375;261491;261708;268759;270789;271078;277500
2641	15	32840000	33320000	651	166922;166923;198826;221405;232653;244952;248905;259392;259686;259721;261064
2642	15	33260000	34325000	651;652	169857;184984;198838;215296;248905;259505;259686
2643	15	34280000	35280000	652	21776;128463;134152;134153;140199;159248;159251;169857;175265;176454;182117;182405;184507;184984;198146;212768;215252;221065;221649;231409;243094;259505;259751;259892;259904;259917;260639;261081;261304;261559;266205;278582
2644	15	35235000	36840000	652	21776;134146;198146;212768;231409;248079;255192;259181;259217;259245;259336;259395;259397;259411;259516;259585;259587;259592;259639;259665;259688;259710;259737;265098;265102
2645	15	36720000	37175000	652	186073;223518;259737;260582;261315;261635;270500
2646	15	37080000	37600000	652	134138;186073;223518;270304;274444
2647	15	37520000	38240000	652	166069;243122;259434;270304
2648	15	38200000	38725000	652	166068;166069;236914;259225;259380
2649	15	38680000	40800000	652;653	104081;128829;128928;128944;137801;137841;137843;140319;140320;140323;150667;156970;166073;169105;171262;172575;175746;175779;188549;230778;233041;244251;244705;246863;248508;259192;259198;259239;259269;259278;259288;259330;259345;259389;259390;259423;259447;259450;259584;259731;259747;274281;275636
2650	15	40720000	41200000	653	51180;104129;104140;104142;128891;128928;137812;137824;137880;140320;166133;166140;166143;166145;169105;188277;244251;251161;264256;271236;274798
2651	15	41160000	41720000	653	104140;104142;104147;128908;128917;128965;137804;137806;137815;157021;178997;187446;251161;259405;259547;264256;274798;283133
2652	15	41640000	42265000	653	62524;92445;103932;103966;137802;137804;137806;137815;137825;137877;168970;174197;207766;243708;243789;259838;260814;260926;264850;268632;270702
2653	15	42200000	42975000	653;654	92529;92531;103966;103978;103994;137814;159337;159433;166887;168907;180979;188089;207712;214013;258461;260282;260490;260571
2654	15	42880000	44120000	654;655	67369;92470;104055;128881;128886;137822;137842;140259;140264;140265;140326;159433;159459;159495;166762;166763;166946;166947;166963;167004;168781;168803;168806;184716;205771;205871;221792;223572;224677;237289;242028;242866;246283;249839;254793;260799;260928;261679;262560;268488
2655	15	44060000	45440000	655;656	92470;104131;104133;128886;137770;137857;140254;140259;140263;140264;140274;140279;166710;166734;167004;167014;171877;179523;184716;185607;185880;221792;224055;227973;229474;242028;250130;259187;259231;259304;259335;259479;259499;259742;262560;268488;276121
